Category,Date,Time,All_Time,Time_1,Time_2,Time_3,All_Amp,Amp_1,Amp_2,Amp_3,pre
8,1090327,945,3,1,1,1,137,98,60,99,4
2,1090327,1045,3,1,1,1,103,60,99,103,8
5,1090327,1145,3,1,1,1,103,99,103,71,2
7,1090330,1045,6,1,1,4,211,103,71,179,5
3,1090330,1145,6,1,4,1,179,71,179,40,7
10,1090330,1345,7,4,1,2,279,179,40,140,3
3,1090331,1145,6,1,2,3,152,40,140,152,10
1,1090331,1345,7,2,3,2,152,140,152,120,3
6,1090401,1045,7,3,2,2,201,152,120,169,1
2,1090401,1245,6,2,2,2,169,120,169,103,6
6,1090403,1245,14,2,2,10,392,169,103,326,2
2,1090403,1345,13,2,10,1,326,103,326,61,6
9,1090406,1245,15,10,1,4,378,326,61,113,2
2,1090407,945,7,1,4,2,155,61,113,155,9
5,1090407,1045,7,4,2,1,155,113,155,81,2
7,1090407,1145,4,2,1,1,155,155,81,56,5
8,1090407,1345,4,1,1,2,123,81,56,98,7
2,1090408,1345,8,1,2,5,171,56,98,171,8
5,1090410,1045,14,2,5,7,389,98,171,389,2
1,1090410,1245,14,5,7,2,389,171,389,109,5
9,1090413,1245,14,7,2,5,460,389,109,180,1
2,1090414,945,9,2,5,2,180,109,180,91,9
6,1090414,1345,11,5,2,4,205,180,91,116,2
2,1090415,945,7,2,4,1,116,91,116,71,6
6,1090415,1045,6,4,1,1,116,116,71,65,2
4,1090415,1245,4,1,1,2,119,71,65,113,6
3,1090416,1045,6,1,2,3,265,65,113,265,4
1,1090416,1145,8,2,3,3,265,113,265,97,3
9,1090417,945,7,3,3,1,278,265,97,110,1
2,1090420,945,9,3,1,5,392,97,110,392,9
5,1090420,1145,8,1,5,2,392,110,392,147,2
10,1090421,1045,11,5,2,4,406,392,147,161,5
3,1090422,945,10,2,4,4,264,147,161,264,10
1,1090422,1045,9,4,4,1,264,161,264,85,3
9,1090422,1345,8,4,1,3,274,264,85,95,1
2,1090423,945,5,1,3,1,173,85,95,173,9
5,1090424,945,9,3,1,5,243,95,173,243,2
1,1090424,1245,9,1,5,3,243,173,243,207,5
6,1090427,945,10,5,3,2,243,243,207,159,1
4,1090428,1045,11,3,2,6,386,207,159,338,6
3,1090428,1145,9,2,6,1,338,159,338,131,4
10,1090428,1345,9,6,1,2,374,338,131,167,3
3,1090429,945,4,1,2,1,167,131,167,82,10
7,1090429,1045,4,2,1,1,167,167,82,74,3
8,1090505,945,16,1,1,14,1144,82,74,1136,7
2,1090505,1245,18,1,14,3,1136,74,1136,294,8
9,1090505,1345,18,14,3,1,1136,1136,294,119,2
4,1090506,945,5,3,1,1,308,294,119,133,9
3,1090506,1145,4,1,1,2,173,119,133,173,4
1,1090506,1245,4,1,2,1,173,133,173,82,3
6,1090507,945,5,2,1,2,218,173,82,127,1
2,1090507,1245,6,1,2,3,184,82,127,184,6
5,1090511,1345,16,2,3,11,251,127,184,251,2
1,1090512,945,15,3,11,1,291,184,251,291,5
5,1090512,1145,14,11,1,2,291,251,291,93,1
7,1090512,1245,4,1,2,1,312,291,93,114,5
3,1090513,1145,7,2,1,4,114,93,114,114,7
1,1090513,1245,6,1,4,1,114,114,114,52,3
8,1090513,1345,6,4,1,1,114,114,52,38,1
4,1090514,945,3,1,1,1,178,52,38,164,8
3,1090514,1145,4,1,1,2,164,38,164,98,4
10,1090514,1345,5,1,2,2,170,164,98,104,3
3,1090515,1245,8,2,2,4,194,98,104,194,10
1,1090518,945,8,2,4,2,194,104,194,107,3
6,1090519,945,11,4,2,5,489,194,107,402,1
2,1090520,1045,13,2,5,6,402,107,402,219,6
9,1090520,1245,13,5,6,2,402,402,219,160,2
4,1090521,945,10,6,2,2,219,219,160,134,9
8,1090521,1045,5,2,2,1,160,160,134,84,4
4,1090521,1145,4,2,1,1,140,134,84,90,8
3,1090521,1345,4,1,1,2,90,84,90,78,4
7,1090522,945,4,1,2,1,100,90,78,88,3
3,1090522,1145,5,2,1,2,137,78,88,137,7
1,1090522,1245,4,1,2,1,137,88,137,77,3
6,1090525,945,5,2,1,2,242,137,77,182,1
2,1090525,1045,4,1,2,1,190,77,182,190,6
5,1090526,1045,8,2,1,5,190,182,190,114,2
7,1090526,1345,9,1,5,3,204,190,114,128,5
3,1090601,945,14,5,3,6,377,114,128,377,7
1,1090601,1045,10,3,6,1,377,128,377,110,3
9,1090602,945,11,6,1,4,417,377,110,150,1
2,1090603,1045,11,1,4,6,208,110,150,208,9
5,1090603,1145,11,4,6,1,208,150,208,77,2
7,1090604,1245,13,6,1,6,354,208,77,223,5
3,1090605,945,9,1,6,2,223,77,223,131,7
10,1090605,1245,11,6,2,3,223,223,131,92,3
8,1090608,945,12,2,3,7,188,131,92,149,10
2,1090610,945,20,3,7,10,499,92,149,499,8
5,1090610,1145,19,7,10,2,499,149,499,119,2
10,1090611,945,15,10,2,3,549,499,119,169,5
3,1090612,945,10,2,3,5,223,119,169,223,10
1,1090612,1245,11,3,5,3,223,169,223,147,3
6,1090612,1345,9,5,3,1,223,223,147,103,1
4,1090616,1145,12,3,1,8,425,147,103,381,6
3,1090617,1045,13,1,8,4,381,103,381,161,4
10,1090617,1145,13,8,4,1,381,381,161,99,3
8,1090617,1245,6,4,1,1,161,161,99,66,10
4,1090618,1245,7,1,1,5,300,99,66,267,8
3,1090622,945,13,1,5,7,267,66,267,166,4
10,1090622,1045,13,5,7,1,267,267,166,85,3
8,1090622,1345,11,7,1,3,270,166,85,189,10
2,1090623,945,5,1,3,1,205,85,189,205,8
5,1090623,1045,5,3,1,1,205,189,205,91,2
7,1090623,1145,3,1,1,1,205,205,91,58,5
8,1090623,1245,3,1,1,1,91,91,58,50,7
4,1090623,1345,3,1,1,1,82,58,50,74,8
3,1090624,1245,6,1,1,4,426,50,74,426,4
1,1090624,1345,6,1,4,1,426,74,426,213,3
9,1090626,945,11,4,1,6,426,426,213,151,1
4,1090626,1145,9,1,6,2,213,213,151,71,9
8,1090626,1245,9,6,2,1,151,151,71,57,4
4,1090629,945,5,2,1,2,127,71,57,113,8
3,1090629,1245,6,1,2,3,124,57,113,124,4
1,1090629,1345,6,2,3,1,124,113,124,105,3
6,1090630,945,5,3,1,1,145,124,105,126,1
2,1090630,1245,5,1,1,3,149,105,126,149,6
5,1090702,1045,12,1,3,8,325,126,149,325,2
1,1090702,1245,13,3,8,2,325,149,325,76,5
9,1090702,1345,11,8,2,1,325,325,76,53,1
4,1090703,945,4,2,1,1,94,76,53,71,9
3,1090703,1145,4,1,1,2,101,53,71,101,4
1,1090703,1245,4,1,2,1,113,71,101,113,3
5,1090706,945,5,2,1,2,113,101,113,111,1
7,1090706,1045,4,1,2,1,113,113,111,104,5
8,1090706,1245,5,2,1,2,111,111,104,83,7
4,1090706,1345,4,1,2,1,104,104,83,49,8
8,1090707,1245,7,2,1,4,183,83,49,149,4
2,1090708,1145,9,1,4,4,152,49,149,152,8
5,1090709,1045,12,4,4,4,220,149,152,220,2
1,1090710,1045,13,4,4,5,220,152,220,102,5
6,1090713,945,13,4,5,4,220,220,102,89,1
4,1090713,1045,10,5,4,1,327,102,89,314,6
3,1090713,1245,7,4,1,2,314,89,314,67,4
10,1090713,1345,4,1,2,1,322,314,67,75,3
3,1090715,1145,11,2,1,8,339,67,75,339,10
1,1090715,1245,10,1,8,1,339,75,339,72,3
9,1090716,1045,12,8,1,3,342,339,72,75,1
2,1090716,1345,7,1,3,3,124,72,75,124,9
5,1090721,945,17,3,3,11,251,75,124,251,2
1,1090721,1045,15,3,11,1,251,124,251,117,5
9,1090721,1245,14,11,1,2,251,251,117,89,1
4,1090721,1345,4,1,2,1,117,117,89,42,9
8,1090722,945,4,2,1,1,164,89,42,117,4
2,1090723,945,7,1,1,5,141,42,117,141,8
5,1090723,1045,7,1,5,1,141,117,141,137,2
7,1090723,1245,8,5,1,2,141,141,137,90,5
8,1090724,945,5,1,2,2,145,137,90,98,7
2,1090724,1345,8,2,2,4,98,90,98,88,8
6,1090727,1245,10,2,4,4,145,98,88,135,2
2,1090728,945,10,4,4,2,135,88,135,59,6
6,1090728,1245,9,4,2,3,213,135,59,137,2
2,1090728,1345,6,2,3,1,137,59,137,36,6
9,1090729,945,5,3,1,1,181,137,36,80,2
2,1090730,945,7,1,1,5,262,36,80,262,9
5,1090731,1145,13,1,5,7,262,80,262,213,2
7,1090803,1145,17,5,7,5,262,262,213,176,5
8,1090804,945,15,7,5,3,213,213,176,163,7
4,1090804,1345,12,5,3,4,262,176,163,249,8
3,1090805,1045,9,3,4,2,249,163,249,127,4
7,1090806,1145,12,4,2,6,368,249,127,246,3
3,1090810,1145,13,2,6,5,246,127,246,152,7
7,1090810,1345,13,6,5,2,246,246,152,86,3
8,1090811,945,8,5,2,1,152,152,86,62,7
4,1090811,1145,5,2,1,2,99,86,62,75,8
3,1090812,945,6,1,2,3,143,62,75,143,4
1,1090812,1145,7,2,3,2,143,75,143,83,3
6,1090814,945,13,3,2,8,357,143,83,297,1
2,1090817,1045,16,2,8,6,297,83,297,213,6
9,1090817,1145,15,8,6,1,297,297,213,56,2
4,1090818,1145,12,6,1,5,389,213,56,232,9
3,1090819,945,9,1,5,3,232,56,232,121,4
10,1090819,1045,9,5,3,1,232,232,121,58,3
8,1090819,1245,6,3,1,2,121,121,58,49,10
4,1090820,945,5,1,2,2,254,58,49,245,8
3,1090821,945,9,2,2,5,245,49,245,180,4
10,1090821,1345,11,2,5,4,282,245,180,217,3
3,1090824,945,10,5,4,1,217,180,217,217,10
1,1090824,1045,6,4,1,1,217,217,217,59,3
8,1090824,1345,5,1,1,3,282,217,59,124,1
2,1090825,1045,6,1,3,2,124,59,124,90,8
6,1090825,1245,7,3,2,2,124,124,90,62,2
4,1090826,1045,7,2,2,3,219,90,62,191,6
3,1090826,1245,7,2,3,2,191,62,191,103,4
10,1090827,945,7,3,2,2,197,191,103,109,3
3,1090827,1045,5,2,2,1,117,103,109,117,10
1,1090827,1245,5,2,1,2,117,109,117,91,3
6,1090828,945,5,1,2,2,200,117,91,174,1
2,1090828,1345,8,2,2,4,174,91,174,95,6
6,1090831,945,7,2,4,1,174,174,95,93,2
4,1090831,1145,7,4,1,2,109,95,93,107,6
3,1090901,1345,10,1,2,7,333,93,107,333,4
1,1090902,945,10,2,7,1,333,107,333,97,3
9,1090902,1145,10,7,1,2,348,333,97,112,1
2,1090903,945,6,1,2,3,112,97,112,70,9
6,1090903,1145,7,2,3,2,186,112,70,144,2
2,1090903,1245,6,3,2,1,144,70,144,93,6
6,1090907,1045,11,2,1,8,234,144,93,183,2
2,1090907,1245,11,1,8,2,183,93,183,68,6
9,1090908,1145,14,8,2,4,337,183,68,222,2
2,1090909,1045,10,2,4,4,222,68,222,91,9
9,1090909,1145,9,4,4,1,222,222,91,53,2
4,1090909,1345,7,4,1,2,119,91,53,81,9
3,1090910,945,4,1,2,1,510,53,81,510,4
1,1090910,1045,4,2,1,1,510,81,510,473,3
6,1090910,1245,4,1,1,2,510,510,473,105,1
4,1090911,945,5,1,2,2,473,473,105,99,6
8,1090911,1145,6,2,2,2,105,105,99,79,4
4,1090914,945,7,2,2,3,186,99,79,166,8
3,1090914,1145,7,2,3,2,166,79,166,95,4
7,1090914,1345,7,3,2,2,166,166,95,65,3
8,1090916,945,10,2,2,6,256,95,65,226,7
2,1090916,1045,9,2,6,1,226,65,226,85,8
9,1090917,945,11,6,1,4,283,226,85,142,2
2,1090917,1045,6,1,4,1,142,85,142,60,9
6,1090917,1145,6,4,1,1,142,142,60,51,2
4,1090918,945,5,1,1,3,109,60,51,100,6
3,1090921,945,9,1,3,5,148,51,100,148,4
1,1090922,1045,14,3,5,6,148,100,148,131,3
6,1090923,945,15,5,6,4,148,148,131,95,1
4,1090924,1245,18,6,4,8,321,131,95,285,6
3,1090924,1345,13,4,8,1,285,95,285,70,4
10,1090925,945,10,8,1,1,285,285,70,70,3
8,1090925,1245,5,1,1,3,105,70,70,105,10
1,1090928,1045,7,1,3,3,125,70,105,125,8
5,1090929,1145,12,3,3,6,216,105,125,216,1
1,1090929,1345,11,3,6,2,216,125,216,41,5
9,1090930,1045,10,6,2,2,300,216,41,125,1
2,1090930,1245,6,2,2,2,125,41,125,47,9
9,1091001,945,6,2,2,2,224,125,47,146,2
2,1091001,1145,6,2,2,2,159,47,146,159,9
5,1091001,1245,5,2,2,1,159,146,159,87,2
7,1091002,945,5,2,1,2,234,159,87,162,5
3,1091002,1045,4,1,2,1,162,87,162,70,7
10,1091005,1045,8,2,1,5,216,162,70,124,3
3,1091005,1145,7,1,5,1,124,70,124,48,10
10,1091005,1345,8,5,1,2,124,124,48,30,3
8,1091006,1245,7,1,2,4,212,48,30,194,10
2,1091006,1345,7,2,4,1,194,30,194,46,8
9,1091007,945,6,4,1,1,265,194,46,117,2
2,1091007,1245,5,1,1,3,117,46,117,79,9
6,1091008,945,6,1,3,2,135,117,79,97,2
2,1091008,1345,9,3,2,4,179,79,97,179,6
5,1091012,945,12,2,4,6,179,97,179,142,2
7,1091012,1145,12,4,6,2,179,179,142,98,5
8,1091012,1345,10,6,2,2,146,142,98,102,7
2,1091013,945,5,2,2,1,318,98,102,318,8
5,1091015,945,13,2,1,10,510,102,318,510,2
1,1091015,1245,14,1,10,3,510,318,510,96,5
9,1091016,945,15,10,3,2,510,510,96,42,1
4,1091019,945,10,3,2,5,161,96,42,107,9
3,1091020,945,12,2,5,5,175,42,107,175,4
1,1091021,1045,16,5,5,6,175,107,175,140,3
6,1091021,1245,13,5,6,2,175,175,140,78,1
4,1091022,1145,12,6,2,4,276,140,78,214,6
3,1091023,1245,12,2,4,6,214,78,214,108,4
10,1091023,1345,11,4,6,1,214,214,108,36,3
8,1091026,945,8,6,1,1,241,108,36,169,10
2,1091027,1045,8,1,1,6,228,36,169,228,8
5,1091027,1345,10,1,6,3,228,169,228,110,2
7,1091029,1145,17,6,3,8,560,228,110,442,5
3,1091030,1245,17,3,8,6,442,110,442,187,7
10,1091102,945,16,8,6,2,512,442,187,257,3
3,1091102,1145,10,6,2,2,257,187,257,150,10
7,1091102,1345,6,2,2,2,257,257,150,53,3
8,1091103,1045,6,2,2,2,185,150,53,88,7
2,1091103,1345,7,2,2,3,88,53,88,49,8
6,1091104,1345,10,2,3,5,211,88,49,172,2
2,1091105,945,9,3,5,1,172,49,172,61,6
9,1091105,1145,8,5,1,2,189,172,61,78,2
2,1091105,1245,4,1,2,1,85,61,78,85,9
5,1091106,945,5,2,1,2,149,78,85,149,2
1,1091106,1345,7,1,2,4,149,85,149,84,5
6,1091109,945,7,2,4,1,201,149,84,136,1
2,1091109,1145,7,4,1,2,136,84,136,71,6
6,1091109,1245,4,1,2,1,136,136,71,57,2
4,1091109,1345,4,2,1,1,71,71,57,50,6
8,1091110,945,3,1,1,1,134,57,50,127,4
2,1091110,1145,4,1,1,2,127,50,127,67,8
9,1091111,945,6,1,2,3,127,127,67,45,2
4,1091111,1045,6,2,3,1,88,67,45,66,9
3,1091112,945,8,3,1,4,160,45,66,160,4
1,1091113,945,10,1,4,5,160,66,160,59,3
9,1091113,1045,10,4,5,1,168,160,59,67,1
2,1091113,1245,8,5,1,2,92,59,67,92,9
5,1091117,945,10,1,2,7,370,67,92,370,2
1,1091117,1345,13,2,7,4,370,92,370,267,5
9,1091118,1145,14,7,4,3,370,370,267,62,1
4,1091118,1245,8,4,3,1,267,267,62,42,9
8,1091118,1345,5,3,1,1,73,62,42,53,4
2,1091119,945,3,1,1,1,88,42,53,88,8
5,1091119,1245,5,1,1,3,88,53,88,73,2
7,1091120,1045,7,1,3,3,197,88,73,182,5
3,1091123,945,10,3,3,4,182,73,182,87,7
10,1091123,1145,9,3,4,2,182,182,87,57,3
8,1091124,945,9,4,2,3,113,87,57,83,10
2,1091124,1145,7,2,3,2,83,57,83,42,8
6,1091125,945,8,3,2,3,149,83,42,108,2
2,1091125,1145,7,2,3,2,108,42,108,60,6
9,1091126,945,8,3,2,3,148,108,60,100,2
2,1091127,945,10,2,3,5,295,60,100,295,9
5,1091127,1145,10,3,5,2,295,100,295,60,2
10,1091127,1345,9,5,2,2,389,295,60,154,5
3,1091130,1145,7,2,2,3,156,60,154,156,10
1,1091201,945,8,2,3,3,156,154,156,80,3
6,1091202,945,11,3,3,5,285,156,80,209,1
2,1091202,1145,10,3,5,2,209,80,209,66,6
9,1091203,945,10,5,2,3,245,209,66,102,2
2,1091203,1045,6,2,3,1,102,66,102,92,9
6,1091203,1145,5,3,1,1,102,102,92,46,2
4,1091203,1345,4,1,1,2,117,92,46,71,6
3,1091204,1145,6,1,2,3,71,46,71,70,4
7,1091204,1345,7,2,3,2,121,71,70,120,3
3,1091207,1345,10,3,2,5,192,70,120,192,7
1,1091208,1045,9,2,5,2,192,120,192,72,3
9,1091208,1245,9,5,2,2,192,192,72,62,1
4,1091209,945,6,2,2,2,76,72,62,66,9
3,1091209,1145,6,2,2,2,66,62,66,57,4
7,1091209,1245,5,2,2,1,66,66,57,33,3
8,1091210,945,5,2,1,2,101,57,33,77,7
2,1091210,1245,6,1,2,3,217,33,77,217,8
5,1091214,945,12,2,3,7,255,77,217,255,2
1,1091214,1045,11,3,7,1,255,217,255,110,5
6,1091215,945,12,7,1,4,259,255,110,114,1
2,1091216,945,10,1,4,5,143,110,114,143,6
5,1091217,945,14,4,5,5,143,114,143,92,2
7,1091218,945,15,5,5,5,238,143,92,187,5
3,1091218,1045,11,5,5,1,187,92,187,63,7
10,1091218,1145,7,5,1,1,187,187,63,43,3
8,1091221,945,5,1,1,3,179,63,43,159,10
2,1091221,1345,8,1,3,4,159,43,159,50,8
9,1091224,1245,21,3,4,14,343,159,50,234,2
2,1091224,1345,19,4,14,1,234,50,234,43,9
9,1091225,945,16,14,1,1,247,234,43,56,2
2,1091225,1345,6,1,1,4,56,43,56,31,9
6,1091228,1145,8,1,4,3,147,56,31,122,2
2,1091229,1045,11,4,3,4,122,31,122,56,6
9,1091230,1245,14,3,4,7,159,122,56,93,2
2,1091230,1345,12,4,7,1,93,56,93,45,9
6,1100104,945,14,7,1,6,189,93,45,141,2
2,1100104,1045,8,1,6,1,141,45,141,110,6
6,1100104,1245,9,6,1,2,141,141,110,106,2
4,1100104,1345,4,1,2,1,110,110,106,42,6
8,1100105,945,4,2,1,1,159,106,42,95,4
2,1100105,1045,3,1,1,1,135,42,95,135,8
5,1100105,1245,4,1,1,2,135,95,135,84,2
7,1100105,1345,4,1,2,1,135,135,84,61,5
8,1100107,945,9,2,1,6,230,84,61,207,7
2,1100107,1045,8,1,6,1,207,61,207,67,8
9,1100107,1145,8,6,1,1,207,207,67,60,2
4,1100108,945,5,1,1,3,172,67,60,165,9
3,1100108,1145,6,1,3,2,165,60,165,114,4
7,1100108,1245,6,3,2,1,165,165,114,55,3
8,1100111,1145,7,2,1,4,170,114,55,111,7
2,1100112,1145,10,1,4,5,111,55,111,107,8
6,1100112,1345,11,4,5,2,111,111,107,79,2
4,1100113,1245,11,5,2,4,162,107,79,134,6
3,1100115,1245,16,2,4,10,194,79,134,194,4
1,1100118,945,16,4,10,2,194,134,194,99,3
6,1100118,1345,16,10,2,4,194,194,99,97,1
4,1100119,1245,10,2,4,4,155,99,97,153,6
3,1100120,945,10,4,4,2,153,97,153,82,4
7,1100121,1145,13,4,2,7,271,153,82,200,3
3,1100121,1245,10,2,7,1,200,82,200,46,7
10,1100122,1045,11,7,1,3,407,200,46,253,3
3,1100122,1145,5,1,3,1,253,46,253,69,10
10,1100125,945,7,3,1,3,356,253,69,172,3
3,1100125,1145,6,1,3,2,172,69,172,110,10
7,1100126,1345,12,3,2,7,454,172,110,392,3
3,1100127,1145,12,2,7,3,392,110,392,113,7
10,1100127,1345,12,7,3,2,403,392,113,124,3
3,1100128,1345,10,3,2,5,236,113,124,236,10
1,1100129,945,8,2,5,1,303,124,236,303,3
5,1100129,1145,8,5,1,2,303,236,303,191,1
7,1100129,1345,5,1,2,2,303,303,191,106,5
8,1100201,945,5,2,2,1,192,191,106,107,7
2,1100201,1245,6,2,1,3,192,106,107,192,8
5,1100202,945,6,1,3,2,192,107,192,161,2
7,1100202,1345,9,3,2,4,288,192,161,257,5
3,1100203,945,7,2,4,1,257,161,257,176,7
7,1100203,1045,6,4,1,1,257,257,176,132,3
8,1100204,945,6,1,1,4,192,176,132,148,7
2,1100204,1245,8,1,4,3,148,132,148,68,8
6,1100204,1345,8,4,3,1,148,148,68,39,2
4,1100205,1345,9,3,1,5,408,68,39,379,6
3,1100206,945,7,1,5,1,379,39,379,106,4
10,1100206,1045,7,5,1,1,453,379,106,180,3
3,1100208,945,6,1,1,4,180,106,180,179,10
7,1100209,945,10,1,4,5,180,180,179,84,3
8,1100210,1045,15,4,5,6,423,179,84,328,7
2,1100210,1245,13,5,6,2,328,84,328,122,8
9,1100222,945,10,6,2,2,557,328,122,351,2
2,1100223,1045,10,2,2,6,351,122,351,257,9
6,1100223,1345,11,2,6,3,351,351,257,101,2
4,1100224,945,10,6,3,1,257,257,101,94,6
8,1100224,1145,6,3,1,2,101,101,94,87,4
4,1100225,1345,10,1,2,7,217,94,87,210,8
3,1100226,945,10,2,7,1,210,87,210,99,4
10,1100226,1145,10,7,1,2,210,210,99,93,3
8,1100302,945,11,1,2,8,314,99,93,308,10
2,1100302,1245,13,2,8,3,308,93,308,80,8
9,1100303,945,13,8,3,2,323,308,80,95,2
2,1100303,1045,6,3,2,1,95,80,95,86,9
6,1100304,945,7,2,1,4,95,95,86,61,2
4,1100304,1245,8,1,4,3,201,86,61,176,6
3,1100305,945,9,4,3,2,229,61,176,229,4
1,1100305,1145,7,3,2,2,229,176,229,134,3
6,1100308,1045,8,2,2,4,281,229,134,186,1
2,1100308,1145,7,2,4,1,186,134,186,42,6
9,1100309,945,8,4,1,3,216,186,42,72,2
2,1100309,1045,5,1,3,1,72,42,72,50,9
6,1100310,945,8,3,1,4,90,72,50,68,2
2,1100310,1145,7,1,4,2,89,50,68,89,6
5,1100310,1245,7,4,2,1,89,68,89,77,2
7,1100310,1345,4,2,1,1,89,89,77,18,5
8,1100311,945,3,1,1,1,105,77,18,46,7
2,1100312,945,7,1,1,5,97,18,46,97,8
5,1100312,1345,10,1,5,4,97,46,97,54,2
7,1100315,1045,11,5,4,2,177,97,54,134,5
3,1100315,1245,8,4,2,2,134,54,134,47,7
10,1100316,945,6,2,2,2,134,134,47,36,3
8,1100317,945,9,2,2,5,185,47,36,174,10
2,1100317,1145,9,2,5,2,174,36,174,37,8
9,1100318,1245,13,5,2,6,280,174,37,143,2
2,1100319,1145,12,2,6,4,143,37,143,96,9
9,1100319,1345,12,6,4,2,143,143,96,58,2
4,1100322,1045,8,4,2,2,177,96,58,139,9
3,1100323,945,8,2,2,4,139,58,139,118,4
7,1100323,1045,7,2,4,1,139,139,118,50,3
8,1100323,1145,6,4,1,1,118,118,50,35,7
4,1100323,1345,4,1,1,2,107,50,35,92,8
3,1100324,945,4,1,2,1,120,35,92,120,4
1,1100324,1045,4,2,1,1,120,92,120,55,3
6,1100324,1145,3,1,1,1,120,120,55,41,1
4,1100325,1045,6,1,1,4,160,55,41,146,6
3,1100325,1245,7,1,4,2,146,41,146,142,4
7,1100326,945,8,4,2,2,146,146,142,134,3
8,1100326,1145,6,2,2,2,201,142,134,193,7
2,1100326,1345,6,2,2,2,193,134,193,56,8
9,1100329,1145,8,2,2,4,242,193,56,105,2
2,1100329,1345,7,2,4,1,105,56,105,34,9
9,1100330,945,6,4,1,1,130,105,34,59,2
2,1100330,1145,4,1,1,2,59,34,59,51,9
6,1100330,1245,4,1,2,1,59,59,51,30,2
4,1100331,945,5,2,1,2,75,51,30,54,6
3,1100331,1045,4,1,2,1,54,30,54,54,4
1,1100331,1345,6,2,1,3,75,54,54,75,3
5,1100402,945,10,1,3,6,152,54,75,152,1
1,1100402,1045,10,3,6,1,152,75,152,32,5
9,1100406,1045,12,6,1,5,247,152,32,127,1
2,1100406,1345,9,1,5,3,127,32,127,62,9
9,1100407,945,9,5,3,1,127,127,62,60,2
4,1100407,1045,5,3,1,1,62,62,60,45,9
8,1100407,1245,4,1,1,2,60,60,45,37,4
4,1100408,1245,8,1,2,5,95,45,37,87,8
3,1100412,945,14,2,5,7,123,37,87,123,4
1,1100412,1245,15,5,7,3,123,87,123,82,3
6,1100412,1345,11,7,3,1,123,123,82,43,1
4,1100413,945,5,3,1,1,140,82,43,101,6
3,1100413,1045,3,1,1,1,101,43,101,91,4
7,1100413,1345,5,1,1,3,116,101,91,106,3
3,1100414,945,5,1,3,1,106,91,106,75,7
7,1100414,1045,5,3,1,1,106,106,75,50,3
8,1100415,945,6,1,1,4,183,75,50,158,7
2,1100415,1045,6,1,4,1,158,50,158,66,8
9,1100415,1245,8,4,1,3,158,158,66,40,2
4,1100419,1345,14,1,3,10,375,66,40,349,9
3,1100421,1045,20,3,10,7,349,40,349,177,4
10,1100421,1145,18,10,7,1,349,349,177,75,3
8,1100421,1345,10,7,1,2,177,177,75,71,10
4,1100422,1045,5,1,2,2,155,75,71,151,8
3,1100423,945,8,2,2,4,151,71,151,140,4
7,1100423,1045,7,2,4,1,151,151,140,46,3
8,1100426,1245,12,4,1,7,319,140,46,225,7
2,1100427,1145,12,1,7,4,225,46,225,53,8
9,1100427,1245,12,7,4,1,225,225,53,43,2
4,1100428,945,7,4,1,2,242,53,43,232,9
3,1100429,945,8,1,2,5,232,43,232,145,4
10,1100429,1145,9,2,5,2,232,232,145,54,3
8,1100429,1245,8,5,2,1,145,145,54,41,10
4,1100429,1345,4,2,1,1,54,54,41,20,8
8,1100430,945,3,1,1,1,141,41,20,120,4
2,1100503,1245,10,1,1,8,276,20,120,276,8
5,1100504,945,11,1,8,2,276,120,276,106,2
10,1100504,1145,12,8,2,2,304,276,106,134,5
3,1100504,1345,6,2,2,2,134,106,134,104,10
7,1100506,1045,11,2,2,7,370,134,104,340,3
3,1100506,1145,10,2,7,1,340,104,340,41,7
10,1100507,945,11,7,1,3,601,340,41,302,3
3,1100510,1045,10,1,3,6,302,41,302,248,10
10,1100510,1145,10,3,6,1,302,302,248,68,3
8,1100511,945,10,6,1,3,346,248,68,166,10
2,1100511,1345,8,1,3,4,166,68,166,142,8
6,1100512,1045,9,3,4,2,166,166,142,103,2
4,1100512,1345,9,4,2,3,156,142,103,117,6
3,1100513,945,6,2,3,1,167,103,117,167,4
1,1100513,1045,5,3,1,1,167,117,167,48,3
9,1100513,1245,4,1,1,2,236,167,48,117,1
2,1100514,945,5,1,2,2,117,48,117,75,9
6,1100514,1345,8,2,2,4,117,117,75,64,2
4,1100517,1245,10,2,4,4,222,75,64,211,6
3,1100518,1045,11,4,4,3,211,64,211,85,4
10,1100518,1145,8,4,3,1,211,211,85,64,3
8,1100518,1345,6,3,1,2,85,85,64,44,10
4,1100519,1145,6,1,2,3,172,64,44,152,8
3,1100519,1345,7,2,3,2,152,44,152,119,4
7,1100520,945,6,3,2,1,155,152,119,122,3
3,1100520,1045,4,2,1,1,122,119,122,49,7
7,1100521,945,6,1,1,4,475,122,49,402,3
3,1100524,1245,13,1,4,8,402,49,402,207,7
10,1100525,1245,17,4,8,5,508,402,207,313,3
3,1100526,945,15,8,5,2,313,207,313,144,10
7,1100526,1045,8,5,2,1,313,313,144,105,3
8,1100526,1345,6,2,1,3,148,144,105,109,7
2,1100527,1045,6,1,3,2,109,105,109,98,8
6,1100528,945,9,3,2,4,283,109,98,272,2
2,1100528,1345,10,2,4,4,272,98,272,107,6
9,1100531,945,9,4,4,1,272,272,107,83,2
4,1100531,1045,6,4,1,1,107,107,83,49,9
8,1100531,1345,5,1,1,3,112,83,49,78,4
2,1100601,1045,6,1,3,2,113,49,78,113,8
5,1100601,1145,6,3,2,1,113,78,113,101,2
7,1100602,945,6,2,1,3,155,113,101,143,5
